ENVIRONMENT,TEMP_C,HUMIDITY_PCT,ECO2_PPM,LUX,CO_PPM,NH3_PPM,NO2_PPM,DT_SCORE
tropical_rainforest,29.52,84.074,427,2659.2,0.371,0.271,0.004,2
greenhouse,22.971,71.454,766,37466,0.888,0.386,0.013,2
underground_cave,10.958,94.727,2426,30.9,2.35,2.826,0.012,1
english_garden,20.733,60.913,441,23977.7,0.67,0.121,0.007,2
volcanic_vent,70.966,49.717,9820,11266.7,106.592,2.438,3.023,0
english_garden,15.262,50.508,414,27477,0.724,0.019,0.009,2
volcanic_vent,44.266,78.272,6679,10393.8,23.053,4.711,1.769,0
indoor_kitchen_cooking,27.375,67.191,1393,533.3,9.493,1.831,0.07,1
unventilated_room,21.48,53.733,3427,324.2,0.843,0.343,0.01,0
diesel_exhaust_zone,26.155,42.14,452,7343.8,4.687,0.405,3.084,0
urban_roadside,19.101,69.061,477,9109.5,20.368,0.242,0.447,1
frozen_wasteland,-35.909,27.551,433,4878,0.13,0.011,0.008,0
industrial_exhaust,20.65,46.37,1868,37460.9,66.622,18.392,4.834,0
classroom,21.001,37.223,742,465.6,1.404,0.048,0.012,2
ammonia_leak,29.767,67.638,588,879.8,0.9,146.041,0.026,0
dry_scrubland,36.184,10.814,442,56318.7,0.413,0.209,0.01,1
industrial_exhaust,26.906,46.353,2493,27229.9,182.505,15.516,8.957,0
greenhouse,20.495,65.712,939,49294.7,0.388,0.675,0.022,2
classroom,19.584,40.25,830,676.8,0.434,0.051,0.011,2
volcanic_vent,56.942,72.226,3900,8992.6,82.278,4.341,4.774,0
tropical_rainforest,29.832,82.653,428,3138.3,0.33,0.187,0.001,2
volcanic_vent,67.194,59.862,4489,27105.7,120.182,1.085,4.096,0
classroom,21.642,43.797,789,433.6,0.471,0.274,0.006,2
unventilated_room,23.475,47.077,3710,313.2,1.391,0.134,0.014,0
ammonia_leak,24.684,50.059,509,178.3,0.417,400.433,0.028,0
tropical_rainforest,29.877,93.318,433,4830.3,0.484,0.973,0.003,2
dry_scrubland,31.36,11.106,474,97051.2,0.318,0.016,0.007,1
urban_roadside,22.152,61.19,585,7290.1,14.647,0.929,0.344,1
frozen_wasteland,-15.387,35.919,402,2809.2,0.227,0.013,0.006,0
classroom,21.854,44.816,782,771.4,1.483,0.065,0.012,2
greenhouse,27.256,74.256,787,40307.3,0.349,1.476,0.014,2
english_garden,20.007,60.782,407,39702.4,0.531,0.2,0.006,2
underground_cave,12.092,91.64,1598,26.7,2.819,2.763,0.038,1
ammonia_leak,21.68,73.536,672,214.2,1.468,328.843,0.009,0
classroom,22.694,47.104,764,587,0.863,0.027,0.012,2
classroom,19.527,36.278,527,375.8,0.927,0.282,0.009,2
frozen_wasteland,-24.172,39.562,443,1803.8,0.215,0.073,0.01,0
indoor_kitchen_cooking,27.404,46.93,1315,396.8,5.91,2.708,0.18,1
english_garden,19.849,46.242,412,17817.8,0.465,0.251,0.009,2
tundra_edge,-4.77,52.205,408,14811.4,0.137,0.076,0.009,1
tropical_rainforest,28.021,75.862,425,4990.9,0.246,0.401,0.004,2
ammonia_leak,20.031,50.79,718,821.7,0.795,158.969,0.01,0
greenhouse,24.47,57.757,627,29962.9,0.439,0.292,0.007,2
volcanic_vent,79.429,79.787,8996,14117,70.483,3.213,0.655,0
diesel_exhaust_zone,24.474,43.843,665,24212,6.393,0.361,4.284,0
classroom,19.045,36.2,815,356.4,1.099,0.176,0.005,2
indoor_kitchen_cooking,25.207,73.999,832,309.3,6.58,1.079,0.095,1
tundra_edge,-4.28,71.358,470,9334,0.159,0.159,0.006,1
english_garden,17.043,46.639,484,17867.3,0.458,0.245,0.007,2
unventilated_room,20.526,47.318,3791,284.4,1.711,0.361,0.02,0
underground_cave,13.035,91.142,1335,39,2.441,1.575,0.03,1
frozen_wasteland,-15.319,21.766,419,2268,0.208,0.046,0.005,0
industrial_exhaust,21.464,52.591,3676,21604.2,116.814,78.821,6.129,0
unventilated_room,22.448,51.577,4029,261.7,1.489,0.228,0.015,0
tropical_rainforest,29.441,94.483,394,10817.7,0.126,0.461,0.003,2
frozen_wasteland,-23.147,14.887,401,1230.5,0.116,0.003,0.007,0
ammonia_leak,20.163,57.973,691,412.3,0.664,236.13,0.017,0
underground_cave,8.511,86.914,1137,32.4,0.71,0.895,0.045,1
unventilated_room,20.56,53.286,3345,299.5,1.25,0.426,0.016,0
underground_cave,11.594,76.23,2078,48.2,1.578,2.655,0.006,1
tropical_rainforest,24.094,84.739,380,3511.8,0.09,0.687,0.005,2
indoor_kitchen_cooking,23.364,59.386,1449,489.8,2.713,2.568,0.065,1
industrial_exhaust,32.798,59.55,4918,32456.9,123.623,39.206,4.598,0
underground_cave,13.295,79.377,2212,14.5,2.855,1.928,0.017,1
tundra_edge,4.174,59.763,475,9178,0.214,0.112,0.002,1
urban_roadside,11.14,46.872,570,10803,12.416,0.95,0.435,1
greenhouse,26.46,68.084,908,20636.6,0.967,0.871,0.023,2
classroom,20.798,53.478,571,444.2,0.939,0.1,0.012,2
industrial_exhaust,22.454,23.637,2496,20219.7,106.835,20.374,5.187,0
greenhouse,27.75,62.573,642,47397.3,0.258,1.147,0.013,2
urban_roadside,14.044,49.597,690,7797.1,18.845,0.848,0.395,1
urban_roadside,13.554,57.85,568,25835.2,19.614,0.195,0.206,1
tropical_rainforest,24.98,89.742,407,6297,0.168,0.48,0.002,2
classroom,22.712,40.492,828,734,1.001,0.092,0.014,2
ammonia_leak,28.587,48.93,745,268.5,1.042,108.786,0.039,0
frozen_wasteland,-30.214,32.116,434,1564.4,0.036,0.046,0.002,0
ammonia_leak,25.454,59.604,425,916,1.99,289.186,0.047,0
indoor_kitchen_cooking,29.697,55.654,1683,519.9,4.308,0.654,0.088,1
volcanic_vent,40.983,71.072,5412,29807.9,75.742,3.908,3.884,0
frozen_wasteland,-27.015,15.615,437,2607.8,0.225,0.058,0.009,0
tropical_rainforest,28.07,85.657,400,9693.3,0.41,0.951,0.004,2
dry_scrubland,37.831,16.027,489,60290.3,0.618,0.07,0.004,1
tropical_rainforest,26.704,87.327,401,9178.4,0.304,0.428,0.002,2
tundra_edge,-3.271,73.565,437,10509.1,0.231,0.021,0.004,1
unventilated_room,21.79,42.183,4884,170.8,0.839,0.48,0.023,0
ammonia_leak,26.414,68.645,634,663.2,1.485,473.707,0.027,0
english_garden,16.321,58.95,457,15474,0.798,0.022,0.008,2
unventilated_room,21.644,45.911,3759,285.8,1.44,0.219,0.025,0
diesel_exhaust_zone,25.552,56.392,546,8201.3,6.208,0.635,7.022,0
ammonia_leak,26.08,50.818,503,857.5,1.153,128.44,0.01,0
english_garden,20.274,62.069,495,21408.7,0.773,0.273,0.006,2
tropical_rainforest,25.698,88.544,409,6719.3,0.116,0.361,0.002,2
frozen_wasteland,-24.782,39.795,427,1473,0.15,0.063,0.005,0
frozen_wasteland,-30.573,27.64,420,1394.2,0.036,0.068,0.004,0
english_garden,16.368,63.009,476,15844.1,0.106,0.205,0.003,2
classroom,20.225,44.337,574,310.9,1.271,0.137,0.014,2
diesel_exhaust_zone,25.087,40.42,638,11499.9,4.982,0.568,4.846,0
dry_scrubland,31.149,16.111,401,98475.4,0.386,0.405,0.017,1
tundra_edge,-3.003,52.207,425,9952.5,0.143,0.155,0.002,1
indoor_kitchen_cooking,25.85,60.909,1722,352.6,9.97,1.931,0.165,1
unventilated_room,24.967,46.051,4465,240.2,1.373,0.478,0.027,0
industrial_exhaust,25.036,28.191,2519,37234.4,108.686,30.942,5.469,0
frozen_wasteland,-21.266,23.243,436,1075.1,0.075,0.005,0.003,0
urban_roadside,24.097,44.063,677,13237.7,24.362,0.684,0.075,1
urban_roadside,17.936,58.826,472,29836.4,23.077,0.279,0.139,1
classroom,22.313,44.502,781,444.9,0.422,0.169,0.019,2
industrial_exhaust,30.539,67.831,4705,28574.3,131.132,18.136,4.308,0
english_garden,19.308,49.965,487,13110.4,0.395,0.289,0.004,2
greenhouse,27.032,62.695,954,43797.5,0.201,0.42,0.008,2
ammonia_leak,24.111,48.196,556,961.2,0.573,292.43,0.02,0
ammonia_leak,23.891,42.661,548,515.2,0.495,359.453,0.008,0
classroom,19.245,51.048,847,630.5,0.746,0.124,0.007,2
ammonia_leak,17.112,42.105,436,487,1.226,79.333,0.038,0
volcanic_vent,52.647,48.095,7812,11356.7,113.424,0.729,3.108,0
diesel_exhaust_zone,26.005,67.659,608,21199.4,1.405,0.792,3.471,0
indoor_kitchen_cooking,28.667,64.469,1699,442.8,9.776,2.056,0.145,1
greenhouse,22.542,61.402,679,43095.4,0.549,1.487,0.016,2
dry_scrubland,28.992,14.432,416,56941.7,0.192,0.151,0.009,1
english_garden,15.789,48.25,446,16232.5,0.268,0.368,0.008,2
unventilated_room,23.997,51.967,4979,292.3,0.832,0.376,0.012,0
volcanic_vent,59.708,77.871,5025,3888.6,36.733,4.678,3.14,0
greenhouse,26.999,64.204,622,16914.2,0.847,1.045,0.013,2
dry_scrubland,36.446,22.319,458,74348.9,0.688,0.168,0.004,1
dry_scrubland,31.575,21.337,422,72687.8,0.122,0.382,0.004,1
unventilated_room,25.83,50.187,4017,105.9,1.677,0.485,0.018,0
diesel_exhaust_zone,25.107,53.061,542,6629.1,6.876,0.84,2.856,0
tundra_edge,4.82,54.326,473,2953.1,0.324,0.074,0.005,1
frozen_wasteland,-33.217,23.004,401,1572.2,0.232,0.01,0.006,0
unventilated_room,22.773,50.201,4586,407.6,1.115,0.319,0.023,0
tundra_edge,1.752,72.255,431,18920.8,0.25,0.063,0.001,1
unventilated_room,22.282,41.399,4873,346,1.431,0.176,0.023,0
greenhouse,21.561,57.863,808,35016.2,0.871,0.856,0.008,2
classroom,22.522,37.741,868,730.3,1.261,0.057,0.012,2
greenhouse,22.061,64.526,959,19308.4,0.222,0.895,0.023,2
tropical_rainforest,25.659,78.874,436,10593.4,0.486,0.527,0.002,2
indoor_kitchen_cooking,26.979,61.554,1480,522,13.214,2.801,0.207,1
tundra_edge,-0.827,60.386,455,15962.8,0.409,0.016,0.004,1
urban_roadside,14.489,68.965,681,25272.1,20.588,0.815,0.143,1
classroom,20.091,43.144,507,507.2,0.456,0.08,0.014,2
diesel_exhaust_zone,23.294,67.944,575,5640.8,5.795,0.523,3.919,0
urban_roadside,15.739,52.949,622,10377.8,13.973,0.234,0.23,1
industrial_exhaust,27.158,58.487,3525,4112.7,193.155,20.772,1.107,0
tundra_edge,1.108,59.981,426,11481.6,0.266,0.054,0.004,1
indoor_kitchen_cooking,28.071,74.973,1261,510.1,5.353,2.401,0.233,1
indoor_kitchen_cooking,28.441,70.248,1604,473,4.71,0.908,0.079,1
english_garden,20.666,53.385,477,36280.2,0.114,0.103,0.002,2
urban_roadside,22.718,40.361,541,13098.5,9.023,0.472,0.063,1
indoor_kitchen_cooking,25.211,54.168,1272,548,12.895,2.09,0.086,1
tropical_rainforest,26.279,89.112,413,3032.1,0.442,0.111,0.005,2
tundra_edge,-0.033,52.007,431,3557,0.063,0.015,0.007,1
greenhouse,21.563,59.007,963,42484.2,0.407,1.068,0.022,2
dry_scrubland,32.862,18.333,445,60804.1,0.372,0.201,0.007,1
industrial_exhaust,32.263,60.051,3038,5152.3,72.716,86.501,9.386,0
indoor_kitchen_cooking,28.228,51.336,1092,576.5,12.23,2.627,0.073,1
classroom,22.402,54.113,603,579.3,1.367,0.244,0.01,2
urban_roadside,14.603,46.848,454,9642.8,13.288,0.839,0.428,1
indoor_kitchen_cooking,23.259,53.681,1123,485.3,10.18,1.626,0.212,1
diesel_exhaust_zone,16.185,62.461,582,20917.7,6.864,0.291,3.799,0
frozen_wasteland,-32.247,27.259,415,3357.4,0.102,0.092,0.007,0
classroom,21.137,35.474,692,663,0.652,0.12,0.017,2
dry_scrubland,32.461,22.005,444,86986.8,0.636,0.42,0.014,1
underground_cave,8.954,82.562,1257,1.8,0.938,2.607,0.024,1
indoor_kitchen_cooking,29.182,67.384,1231,498.4,4.694,2.279,0.206,1
urban_roadside,18.004,47.856,557,12618.1,21.775,0.672,0.382,1
diesel_exhaust_zone,15.041,56.835,472,24586.5,5.82,0.735,2.068,0
frozen_wasteland,-18.758,27.733,449,581.8,0.093,0.051,0.008,0
indoor_kitchen_cooking,25.328,50.569,1039,527.8,3.508,0.791,0.056,1
ammonia_leak,25.999,73.012,710,642.1,0.34,188.078,0.012,0
english_garden,16.923,46.123,451,17933.1,0.507,0.028,0.008,2
ammonia_leak,28.479,69.319,534,632,1.808,330.18,0.04,0
classroom,21.428,51.993,539,409.2,1.491,0.171,0.008,2
indoor_kitchen_cooking,25.15,69.007,1184,527.7,12.703,2.564,0.226,1
classroom,20.688,48.224,732,767.3,0.341,0.272,0.011,2
english_garden,17.93,55.71,487,23194.4,0.893,0.238,0.002,2
tundra_edge,-0.937,57.752,469,10441.1,0.186,0.041,0.01,1
industrial_exhaust,25.86,24.012,2363,39323.9,121.001,61.979,9.225,0
diesel_exhaust_zone,23.871,41.194,690,16401.5,6.827,0.896,6.378,0
underground_cave,9.995,88.173,2105,25.2,1.827,2.724,0.05,1
classroom,20.247,45.44,712,741.6,1.311,0.287,0.019,2
tropical_rainforest,27.797,81.49,392,4865.4,0.104,0.81,0.001,2
unventilated_room,25.984,51.971,4450,274.3,1.194,0.418,0.013,0
dry_scrubland,29.983,14.45,474,61432,0.758,0.177,0.011,1
unventilated_room,24.51,47.564,3382,344.6,1.578,0.183,0.008,0
dry_scrubland,29.175,20.489,409,91954.8,0.676,0.315,0.02,1
greenhouse,25.486,69.564,608,49252.3,0.871,1.057,0.009,2
urban_roadside,11.477,50.868,489,26352,17.429,0.786,0.415,1
dry_scrubland,28.921,10.974,423,74069.1,0.389,0.316,0.019,1
underground_cave,9.38,92.779,1024,34.6,1.465,1.585,0.01,1
ammonia_leak,26.488,79.753,724,518.7,1.543,199.824,0.046,0
diesel_exhaust_zone,25.608,59.174,575,10574.1,7.452,0.569,3.012,0
volcanic_vent,66.098,47.852,6229,11641.6,142.62,2.368,3.553,0
dry_scrubland,28.85,17.649,456,80512.2,0.116,0.111,0.008,1
greenhouse,22.048,72.533,860,19915.7,0.212,0.939,0.006,2
urban_roadside,13.702,50.109,636,27859.9,6.335,0.591,0.084,1
frozen_wasteland,-15.448,20.19,441,1310.7,0.054,0.063,0.01,0
ammonia_leak,27.099,64.376,536,786.2,1.159,385.062,0.018,0
frozen_wasteland,-32.101,11.037,429,3067.5,0.022,0.021,0.003,0
classroom,20.12,40.259,541,698.4,1.005,0.23,0.01,2
volcanic_vent,56.793,77.854,4964,16962.9,34.401,1.027,2.271,0
classroom,20.787,42.984,582,490.3,1.277,0.028,0.008,2
classroom,20.74,42.987,834,426.3,0.748,0.101,0.015,2
classroom,22.546,50.548,578,702.9,1.037,0.137,0.005,2
diesel_exhaust_zone,15.339,63.341,490,21743.4,4.394,0.722,7.947,0
unventilated_room,20.935,47.761,4293,292.2,0.97,0.44,0.028,0
greenhouse,26.872,63.019,943,47099.9,0.216,0.677,0.026,2
frozen_wasteland,-26.574,15.209,426,1216.7,0.183,0.022,0.007,0
english_garden,17.234,54.329,427,15933.4,0.187,0.145,0.004,2
diesel_exhaust_zone,29.823,47.669,556,26673.1,6.217,0.213,4.161,0
greenhouse,23.381,74.338,639,24144.1,0.372,0.604,0.019,2
tundra_edge,3.63,50.497,414,9194.2,0.461,0.148,0.005,1
unventilated_room,24.877,41.935,3383,152.1,1.232,0.185,0.016,0
diesel_exhaust_zone,22.384,68.811,661,5501.8,6.733,0.443,2.122,0
indoor_kitchen_cooking,25.63,72.638,1346,262,8.792,2.489,0.084,1
urban_roadside,23.52,46.095,533,17208.3,15.221,0.3,0.106,1
greenhouse,20.121,70.992,980,17993.8,0.325,0.906,0.013,2
diesel_exhaust_zone,29.824,63.776,583,24653.3,3.009,0.536,6.009,0
volcanic_vent,64.214,80.826,5196,29261.6,54.915,4.642,2.917,0
diesel_exhaust_zone,17.037,63.255,636,26401.7,4.334,0.478,7.175,0
frozen_wasteland,-24.15,34.072,414,470.7,0.117,0.016,0.002,0
unventilated_room,25.938,55.267,4093,343.9,1.412,0.495,0.027,0
industrial_exhaust,17.365,31.993,1507,19124,168.571,33.498,9.834,0
greenhouse,21.247,72.623,613,41289.7,0.553,0.214,0.026,2
ammonia_leak,29.159,61.257,533,218.8,1.073,63.327,0.031,0
dry_scrubland,33.213,19.96,416,53283.6,0.709,0.36,0.017,1
dry_scrubland,30.751,16.728,455,50004.3,0.29,0.216,0.009,1
frozen_wasteland,-37.901,36.064,436,4723.2,0.265,0.084,0.009,0
tundra_edge,0.352,57.451,475,9025.7,0.458,0.128,0.006,1
tropical_rainforest,28.125,91.535,436,3781.3,0.237,0.264,0.005,2
greenhouse,27.105,68.958,762,36570,0.92,1.17,0.023,2
greenhouse,24.695,60.869,931,37578.4,0.969,0.658,0.006,2
volcanic_vent,72.258,81.435,8300,27387.3,88.413,1.835,1.995,0
tundra_edge,-3.044,70.764,478,17201.6,0.192,0.069,0.006,1
volcanic_vent,69.993,66.009,4622,18063.5,43.405,1.612,4.839,0
diesel_exhaust_zone,17.384,52.211,696,16864.5,1.939,0.843,2.107,0
underground_cave,11.928,88.728,1389,31.7,2.044,0.58,0.018,1
underground_cave,10.699,83.844,1448,8.4,1.732,1.345,0.02,1
dry_scrubland,37.307,22.909,459,94963.9,0.108,0.198,0.012,1
tropical_rainforest,26.835,88.076,442,6840.2,0.271,0.719,0.002,2
urban_roadside,12.712,58.27,533,10386.4,17.339,0.694,0.248,1
frozen_wasteland,-20.642,26.853,445,2919.6,0.134,0.051,0.009,0
industrial_exhaust,32.801,50.103,4507,34764,167.446,83.473,1.249,0
classroom,19.156,43.484,568,701.6,0.885,0.225,0.013,2
tundra_edge,4.025,56.36,403,9258.5,0.414,0.162,0.003,1
english_garden,16.019,55.623,457,33360.6,0.253,0.039,0.009,2
industrial_exhaust,17.761,24.57,3773,7038.6,55.373,83.946,3.321,0
tropical_rainforest,28.271,93.71,424,3812.4,0.331,0.362,0.002,2
classroom,20.033,44.354,513,357.6,1.09,0.056,0.007,2
frozen_wasteland,-29.429,34.863,446,1401.9,0.206,0.09,0.007,0
indoor_kitchen_cooking,24.066,67.246,1301,298.7,8.585,1.139,0.262,1
industrial_exhaust,19.693,35.587,1510,16226.7,61.076,86.689,4.699,0
english_garden,15.45,53.152,454,21304.8,0.286,0.21,0.009,2
tropical_rainforest,25.701,76.715,411,14898.9,0.44,0.254,0.004,2
volcanic_vent,71.337,67.84,7971,12101.2,44.69,3.234,3.967,0
ammonia_leak,21.994,73.603,578,488.4,0.037,170.855,0.033,0
diesel_exhaust_zone,23.274,49.505,596,19681.4,1.291,0.112,6.297,0
unventilated_room,22.318,50.276,4418,101.9,1.682,0.376,0.01,0
english_garden,20.029,48.096,430,38998.7,0.621,0.271,0.008,2
frozen_wasteland,-15.998,15.515,422,4775,0.029,0.043,0.004,0
diesel_exhaust_zone,22.537,43.392,563,9768.7,1.174,0.438,6.666,0
tundra_edge,3.48,73.836,415,2497.4,0.216,0.113,0.001,1
classroom,21.242,50.135,715,499,1.135,0.06,0.006,2
tundra_edge,-0.191,55.642,429,2559.6,0.462,0.136,0.008,1
classroom,21.169,42.26,797,509.6,0.697,0.024,0.007,2
diesel_exhaust_zone,17.53,46.859,520,24347.4,1.929,0.905,5.147,0
ammonia_leak,19.781,49.64,581,117.9,1.505,406.978,0.042,0
urban_roadside,10.03,47.754,602,9060.2,24.986,0.309,0.461,1
ammonia_leak,29.5,54.309,446,204.4,1.045,205.503,0.005,0
english_garden,16.918,61.47,451,28333.1,0.211,0.015,0.004,2
tundra_edge,-4.964,68.079,439,6653.6,0.476,0.013,0.003,1
unventilated_room,24.992,52.978,4882,308.6,1.789,0.443,0.027,0
indoor_kitchen_cooking,28.717,64.736,1685,506.1,6.558,1.484,0.268,1
frozen_wasteland,-25.836,35.714,400,2986.5,0.129,0.036,0.007,0
urban_roadside,24.601,43.406,671,10656.1,11.091,0.396,0.373,1
indoor_kitchen_cooking,24.752,67.722,1441,273.4,2.412,2.401,0.057,1
dry_scrubland,37.719,14.67,431,74169.9,0.136,0.46,0.003,1
underground_cave,12.479,92.05,1402,9.1,1.809,1.652,0.023,1
urban_roadside,21.382,45.969,483,29850.4,17.096,0.31,0.111,1
volcanic_vent,70.808,80.404,4164,14767.3,88.71,3.386,2.903,0
dry_scrubland,34.126,11.902,448,98222.1,0.6,0.052,0.014,1
indoor_kitchen_cooking,24.606,63.947,893,588.4,6.519,2.86,0.055,1
greenhouse,26.259,60.965,647,23070.1,0.641,0.63,0.011,2
urban_roadside,21.128,65.278,463,8586.5,13.263,0.625,0.379,1
industrial_exhaust,19.258,23.815,4176,19657.2,70.764,38.884,4.54,0
tundra_edge,1.192,64.194,439,15621.7,0.375,0.194,0.008,1
greenhouse,24.006,69.507,797,47399.2,0.946,1.462,0.014,2
volcanic_vent,53.842,85.808,3213,12826.9,72.231,1.637,2.029,0
industrial_exhaust,24.568,51.998,4391,15973.2,62.719,28.503,1.427,0
industrial_exhaust,18.112,62.376,3697,10571.4,108.969,95.792,2.891,0
tundra_edge,-2.555,52.17,426,10751.3,0.336,0.141,0.006,1
ammonia_leak,28.689,45.384,402,239.5,1.474,103.406,0.036,0
industrial_exhaust,21.865,63.729,1739,36201.6,113.606,20.026,1.237,0
underground_cave,12.138,77.064,2344,11.6,2.666,1.012,0.024,1
industrial_exhaust,22.877,63.828,2873,12314,69.694,24.433,8.003,0
underground_cave,8.389,80.787,1861,46.7,2.287,1.633,0.016,1
industrial_exhaust,17.817,67.228,2855,2790.5,55.24,65.326,6.248,0
tropical_rainforest,24.945,94.936,435,5943.8,0.228,0.627,0.003,2
diesel_exhaust_zone,19.811,55.064,516,12617.1,3.849,0.521,6.16,0
ammonia_leak,22.172,67.116,671,968.1,0.743,348.706,0.031,0
classroom,21.406,50.176,572,390.6,1.079,0.148,0.007,2
tundra_edge,-1.348,70.018,438,17333.2,0.478,0.11,0.007,1
volcanic_vent,52.98,65.488,9588,3977.2,46.915,2.12,3.939,0
industrial_exhaust,33.131,64.602,3978,32199.6,172.354,76.515,3.295,0
english_garden,18.819,61.692,458,12739,0.215,0.154,0.009,2
indoor_kitchen_cooking,26.889,54.445,1027,449.5,6.326,0.567,0.16,1
tundra_edge,-4.725,68.831,419,8396.6,0.239,0.095,0.001,1
greenhouse,25.138,64.924,933,34963,0.526,0.658,0.02,2
dry_scrubland,30.783,18.639,474,91705.8,0.522,0.215,0.013,1
dry_scrubland,35.439,23.514,417,65074.1,0.103,0.016,0.003,1
english_garden,19.734,52.698,484,25867,0.989,0.027,0.007,2
indoor_kitchen_cooking,26.984,64.533,1043,334,11.519,2.602,0.173,1
classroom,20.759,51.683,650,522,1.193,0.222,0.011,2
industrial_exhaust,26.503,55.53,4106,18057.2,76.305,51.758,5.805,0
greenhouse,25.439,72.52,822,44033.1,0.927,0.852,0.023,2
volcanic_vent,40.837,41.361,6833,5850.7,44.514,2.265,1.964,0
english_garden,18.795,57.836,406,9082.4,0.862,0.473,0.007,2
underground_cave,12.52,86.126,1246,36.9,2.952,1.929,0.035,1
unventilated_room,24.358,45.253,4032,243.3,1.269,0.104,0.012,0
industrial_exhaust,25.344,22.584,4925,7236.5,148.904,70.286,9.979,0
ammonia_leak,18.174,77.296,738,311.1,1.055,272.861,0.004,0
underground_cave,13.599,80.718,2497,47.7,2.127,1.959,0.016,1
unventilated_room,23.908,55.029,3365,417.4,1.921,0.273,0.026,0
diesel_exhaust_zone,26.815,61.704,546,11268.5,1.022,0.12,1.545,0
dry_scrubland,32.603,19.145,496,55683.9,0.316,0.257,0.009,1
unventilated_room,23.322,50.408,4424,109.5,1.349,0.161,0.028,0
frozen_wasteland,-16.804,29.118,416,3447.6,0.209,0.015,0.005,0
ammonia_leak,25.643,41.621,525,338.3,1.579,219.932,0.022,0
urban_roadside,13.334,56.885,635,23905.8,10.827,0.155,0.446,1
volcanic_vent,42.711,35.195,9321,19720.8,37.485,2.09,1.851,0
indoor_kitchen_cooking,29.17,74.449,1705,515.6,11.629,2.302,0.212,1
dry_scrubland,29.567,16.865,464,96700.6,0.766,0.372,0.011,1
indoor_kitchen_cooking,29.052,66.117,1433,428.3,7.259,1.869,0.292,1
tropical_rainforest,25.985,77.564,426,2400.6,0.329,0.91,0.002,2
indoor_kitchen_cooking,28.136,47.126,1119,352.4,9.906,2.15,0.142,1
classroom,20.29,46.442,694,472,1.054,0.245,0.014,2
diesel_exhaust_zone,22.897,51.762,528,27162.4,4.841,0.31,2.917,0
industrial_exhaust,17.196,36.255,4425,27416.4,48.357,47.923,6.037,0
volcanic_vent,54.563,80.387,8455,14751.2,54.883,2.286,2.768,0
urban_roadside,16.95,44.712,643,18401.8,15.457,0.322,0.206,1
english_garden,16.831,55.256,450,11155.5,0.983,0.235,0.009,2
frozen_wasteland,-30.684,24.86,430,2997.3,0.139,0.016,0.004,0
industrial_exhaust,15.57,21.142,2818,1677.2,57.871,81.608,1.128,0
frozen_wasteland,-38.568,30.581,405,360.8,0.158,0.045,0.008,0
ammonia_leak,18.034,73.96,532,640.5,1.842,423.043,0.023,0
greenhouse,22.626,58.85,641,35831.1,0.161,1.226,0.01,2
industrial_exhaust,27.528,59.768,2717,19893.9,87.635,39.831,2.734,0
tundra_edge,0.844,58.262,431,14068.4,0.142,0.019,0.005,1
ammonia_leak,15.496,46.42,779,728.3,0.902,396.17,0.03,0
classroom,20.67,51.518,561,573.5,0.606,0.275,0.005,2
frozen_wasteland,-39.919,37.14,417,4998.4,0.27,0.095,0.008,0
